number,moviename,Budget,Domestic,Worldwide
"3,275",Ararat,"15,500,000","1,693,000","1,757,694"
"3,276",Slow Burn,"15,500,000","1,237,615","1,237,615"
"3,277",Madison,"15,500,000","517,262","517,262"
"3,278",The Yellow Handkerchief,"15,500,000","318,623","318,623"
"3,279",Annette,"15,500,000",0,"3,349,127"
"3,280",Far from the Madding Crowd,"15,495,600","12,236,500","29,721,410"
"3,281",Wasabi,"15,300,000","81,525","7,000,000"
"3,282",Slither,"15,250,000","7,802,450","12,930,343"
"3,283",Home Alone,"15,000,000","285,761,243","476,680,911"
"3,284",Beverly Hills Cop,"15,000,000","234,760,478","316,300,000"
"3,285",Top Gun,"15,000,000","180,470,489","357,469,522"
"3,286",Tootsie,"15,000,000","177,200,000","177,200,262"
"3,287",3 Men and a Baby,"15,000,000","167,780,960","167,780,960"
"3,288",The King’s Speech,"15,000,000","138,797,449","430,061,213"
"3,289",American Beauty,"15,000,000","130,058,047","356,258,047"
"3,290","Crouching Tiger, Hidden Dragon","15,000,000","128,516,801","213,963,665"
"3,291",Twins,"15,000,000","111,936,388","216,600,000"
"3,292",Scream,"15,000,000","103,046,663","173,046,640"
"3,293",Annabelle: Creation,"15,000,000","102,092,201","305,384,865"
"3,294",Jackass Presents: Bad Grandpa,"15,000,000","102,003,019","160,903,019"
"3,295",Heaven Can Wait,"15,000,000","98,800,000","98,800,000"
"3,296",The Color Purple,"15,000,000","94,029,472","94,029,472"
"3,297",The Imitation Game,"15,000,000","91,125,143","227,328,585"
"3,298",Beetlejuice,"15,000,000","73,839,613","74,456,687"
"3,299",Ben-Hur,"15,000,000","73,000,000","73,259,017"
"3,300",10 Cloverfield Lane,"15,000,000","72,082,999","108,286,422"
"3,301",Mama,"15,000,000","71,628,180","148,095,566"
"3,302",Private Benjamin,"15,000,000","69,847,348","69,847,348"
"3,303",Coal Miner’s Daughter,"15,000,000","67,182,787","67,182,787"
"3,304",Lethal Weapon,"15,000,000","65,192,350","120,192,350"
"3,305",Diary of a Wimpy Kid,"15,000,000","64,003,625","76,954,311"
"3,306",Dog,"15,000,000","61,778,069","84,677,678"
"3,307",National Lampoon’s Vacation,"15,000,000","61,400,000","61,400,000"
"3,308",Halloween,"15,000,000","58,269,151","77,514,401"
"3,309",The Queen,"15,000,000","56,441,711","128,885,873"
"3,310",Why Did I Get Married?,"15,000,000","55,204,525","55,934,178"
"3,311",The Woman in Black,"15,000,000","54,333,290","128,955,898"
"3,312",Jesus Revolution,"15,000,000","51,880,122","51,880,122"
"3,313",Little Women,"15,000,000","50,003,303","50,003,303"
"3,314",The Deer Hunter,"15,000,000","50,000,000","50,065,119"
"3,315",BlacKkKlansman,"15,000,000","49,275,340","93,411,426"
"3,316",When a Stranger Calls,"15,000,000","47,860,214","67,215,435"
"3,317",Big Fat Liar,"15,000,000","47,811,275","52,461,017"
"3,318",Cop Land,"15,000,000","44,906,632","63,706,632"
"3,319",Wag the Dog,"15,000,000","43,057,470","64,252,038"
"3,320",Snitch,"15,000,000","42,930,462","57,907,734"
"3,321",The Lizzie McGuire Movie,"15,000,000","42,734,455","55,534,455"
"3,322",Krampus,"15,000,000","42,725,475","61,788,393"
"3,323",End of Watch,"15,000,000","41,003,371","57,586,606"
"3,324",The Faculty,"15,000,000","40,283,321","40,283,321"
"3,325",What's Love Got to Do With It,"15,000,000","39,100,956","39,100,956"
"3,326",Not Another Teen Movie,"15,000,000","37,882,551","62,401,343"
"3,327",Wild,"15,000,000","37,880,356","52,460,543"
"3,328",Lawrence of Arabia,"15,000,000","37,495,385","69,995,047"
"3,329",The Theory of Everything,"15,000,000","35,893,537","123,327,692"
"3,330",Drive,"15,000,000","35,060,689","81,357,930"
"3,331",The Skulls,"15,000,000","35,007,180","35,007,180"
"3,332",Hawaii,"15,000,000","34,562,222","34,562,222"
"3,333",The Favourite,"15,000,000","34,366,783","95,849,029"
"3,334",Malibu’s Most Wanted,"15,000,000","34,308,901","34,499,204"
"3,335",All About Steve,"15,000,000","33,862,903","40,127,259"
"3,336",Where the Heart Is,"15,000,000","33,771,174","40,862,054"
"3,337",Halloween 2,"15,000,000","33,392,973","38,512,850"
"3,338",The Last House on the Left,"15,000,000","32,752,215","46,526,243"
"3,339",Because of Winn-Dixie,"15,000,000","32,647,042","33,508,485"
"3,340",Don’t Breathe 2,"15,000,000","32,638,038","47,201,347"
"3,341",The Wedding Date,"15,000,000","31,726,995","47,175,038"
"3,342",The Princess Bride,"15,000,000","30,857,000","31,046,220"
"3,343",Halloween: Resurrection,"15,000,000","30,259,652","37,659,652"
"3,344",The Great Debaters,"15,000,000","30,226,144","30,261,293"
"3,345",When the Game Stands Tall,"15,000,000","30,127,963","30,138,912"
"3,346",Clash of the Titans,"15,000,000","30,000,000","44,400,000"
"3,347",Confessions of a Teenage Drama Queen,"15,000,000","29,331,068","33,118,854"
"3,348",The Object of my Affection,"15,000,000","29,145,924","29,145,924"
"3,349",28 Weeks Later,"15,000,000","28,638,916","64,232,714"
"3,350",Grosse Pointe Blank,"15,000,000","28,084,357","31,070,412"
"3,351",Love & Basketball,"15,000,000","27,441,122","27,709,625"
"3,352",Home Again,"15,000,000","27,020,284","37,336,874"
"3,353",Book of Shadows: Blair Witch 2,"15,000,000","26,421,314","47,721,314"
"3,354",Boogie Nights,"15,000,000","26,410,771","43,111,725"
"3,355",Ramona and Beezus,"15,000,000","26,167,002","27,469,621"
"3,356",Escape Room: Tournament of Champions,"15,000,000","25,314,753","53,493,064"
"3,357",The November Man,"15,000,000","25,018,119","34,820,335"
"3,358",The Craft,"15,000,000","24,769,466","55,669,466"
"3,359",Match Point,"15,000,000","23,089,926","87,950,928"
"3,360",The Remains of the Day,"15,000,000","22,954,968","63,954,968"
"3,361",Nowhere to Run,"15,000,000","22,189,039","52,189,039"
"3,362",Urban Legends: Final Cut,"15,000,000","21,468,807","38,574,362"
"3,363",The Place Beyond the Pines,"15,000,000","21,403,519","47,011,449"
"3,364",Flicka,"15,000,000","21,000,147","21,896,367"
"3,365",The Hills Have Eyes II,"15,000,000","20,804,166","37,466,538"
"3,366",Keanu,"15,000,000","20,591,853","20,688,141"
"3,367",The Photograph,"15,000,000","20,578,185","20,704,381"
"3,368",Country Strong,"15,000,000","20,218,921","20,601,987"
"3,369",Tuck Everlasting,"15,000,000","19,161,999","19,344,615"
"3,370",The Marine,"15,000,000","18,844,784","22,165,608"
"3,371",Disturbing Behavior,"15,000,000","17,507,368","19,014,238"
"3,372",The Big Lebowski,"15,000,000","17,498,804","46,189,568"
"3,373",A Most Wanted Man,"15,000,000","17,237,855","36,068,890"
"3,374",The Green Knight,"15,000,000","17,173,321","20,022,491"
"3,375",The Hurt Locker,"15,000,000","17,017,811","49,876,984"
"3,376",Eye of the Beholder,"15,000,000","16,500,786","18,260,865"
"3,377",The Man with the Iron Fists,"15,000,000","15,634,090","22,018,988"
"3,378",Firestarter,"15,000,000","15,136,870","15,136,870"
"3,379",Miss Bala,"15,000,000","14,998,027","15,364,632"
"3,380",Killing Them Softly,"15,000,000","14,945,541","39,238,443"
"3,381",Freddy Got Fingered,"15,000,000","14,249,005","14,249,005"
"3,382",One Day,"15,000,000","13,843,771","59,168,692"
"3,383",De-Lovely,"15,000,000","13,337,299","18,524,496"
"3,384",Whip It,"15,000,000","13,077,184","18,889,972"
"3,385",The Pirates Who Don't Do Anything: A VeggieTale&hellip;,"15,000,000","12,981,269","13,248,444"
"3,386",U2 3D,"15,000,000","12,898,847","26,170,402"
"3,387",Highlander: Endgame,"15,000,000","12,801,190","12,801,190"
"3,388",The Founder,"15,000,000","12,786,053","24,403,192"
"3,389",Idlewild,"15,000,000","12,669,914","12,669,914"
"3,390",Confidence,"15,000,000","12,212,417","12,970,401"
"3,391",Blinded by the Light,"15,000,000","11,901,145","18,136,756"
"3,392",Knockaround Guys,"15,000,000","11,660,180","12,419,700"
"3,393",The Muse,"15,000,000","11,614,954","11,614,954"
"3,394",Barney's Great Adventure,"15,000,000","11,156,471","11,156,471"
"3,395",The Danish Girl,"15,000,000","11,114,018","67,514,963"
"3,396",New York Stories,"15,000,000","10,763,469","10,763,469"
"3,397",Home Fries,"15,000,000","10,513,979","10,513,979"
"3,398",Here on Earth,"15,000,000","10,494,147","10,845,127"
"3,399",Raise Your Voice,"15,000,000","10,411,980","14,811,980"
"3,400",Brazil,"15,000,000","9,929,135","9,934,484"
"3,401",The Dark Half,"15,000,000","9,579,068","9,579,068"
"3,402",Black Snake Moan,"15,000,000","9,396,870","10,951,153"
"3,403",Dark Blue,"15,000,000","9,237,470","12,262,065"
"3,404",A Mighty Heart,"15,000,000","9,176,787","19,153,568"
"3,405",Brainstorm,"15,000,000","8,921,050","8,921,050"
"3,406",Queen of Katwe,"15,000,000","8,874,389","10,055,481"
"3,407",Whatever it Takes,"15,000,000","8,735,529","8,735,529"
"3,408",Boat Trip,"15,000,000","8,586,376","14,933,713"
"3,409",The Importance of Being Earnest,"15,000,000","8,378,141","8,667,209"
"3,410",The Love Letter,"15,000,000","8,322,608","9,245,877"
"3,411",Hoot,"15,000,000","8,117,637","8,224,998"
"3,412",Trumbo,"15,000,000","7,857,741","13,300,181"
"3,413",In Bruges,"15,000,000","7,800,825","34,527,095"
"3,414",Promised Land,"15,000,000","7,597,898","12,394,562"
"3,415",Mulholland Drive,"15,000,000","7,219,578","20,780,568"
"3,416",Hotel Artemis,"15,000,000","6,708,137","13,316,627"
"3,417",The Rocker,"15,000,000","6,409,528","8,767,338"
"3,418",Post Grad,"15,000,000","6,382,178","6,563,402"
"3,419",Whatever Works,"15,000,000","5,306,706","35,106,706"
"3,420",The In Crowd,"15,000,000","5,217,498","5,217,498"
"3,421",Los tres entierros de Melquiades Estrada,"15,000,000","5,027,684","13,454,474"
"3,422",Jakob the Liar,"15,000,000","4,956,401","4,956,401"
"3,423",Se jie,"15,000,000","4,604,982","65,167,430"
"3,424",The Company Men,"15,000,000","4,444,612","4,569,967"
"3,425","Kiss Kiss, Bang Bang","15,000,000","4,235,837","16,829,464"
"3,426",Idle Hands,"15,000,000","4,023,741","4,024,147"
"3,427",Scouts Guide to the Zombie Apocalypse,"15,000,000","3,703,046","15,554,855"
"3,428",Blood and Chocolate,"15,000,000","3,526,588","6,551,310"
"3,429",You Will Meet a Tall Dark Stranger,"15,000,000","3,247,816","38,535,748"
"3,430",Rock the Kasbah,"15,000,000","3,020,665","3,386,153"
"3,431",Chi-raq,"15,000,000","2,653,031","2,733,397"
"3,432",Never Let Me Go,"15,000,000","2,434,652","11,173,718"
"3,433",The Disappointments Room,"15,000,000","2,423,467","3,503,761"
"3,434",The Company,"15,000,000","2,281,585","3,393,606"
"3,435",Transsiberian,"15,000,000","2,203,641","6,379,575"
"3,436",Crazy in Alabama,"15,000,000","1,954,202","1,954,202"
"3,437",The Clan of the Cave Bear,"15,000,000","1,953,732","1,953,732"
"3,438",Armageddon Time,"15,000,000","1,860,050","6,360,258"
"3,439",The Comedian,"15,000,000","1,658,706","1,658,706"
"3,440",Funny Games,"15,000,000","1,294,640","8,200,127"
"3,441",Banlieue 13,"15,000,000","1,200,216","11,599,903"
"3,442",Felicia's Journey,"15,000,000","824,295","1,970,268"
"3,443",Metropolis,"15,000,000","673,414","1,405,032"
"3,444",Cìkè Niè Yinniáng,"15,000,000","632,542","11,279,884"
"3,445",Things to Do in Denver when You're Dead,"15,000,000","529,766","529,766"
"3,446",The Reluctant Fundamentalist,"15,000,000","528,731","528,731"
"3,447",The Return,"15,000,000","501,752","5,953,886"
"3,448",Buffalo Soldiers,"15,000,000","353,743","1,768,976"
"3,449",Steal,"15,000,000","220,944","240,025"
"3,450",Centurion,"15,000,000","123,570","7,885,048"
"3,451",Ong-Bak 2,"15,000,000","102,458","7,583,050"
"3,452",Silent Trigger,"15,000,000","76,382","76,382"
"3,453",Midnight Meat Train,"15,000,000","73,548","1,590,246"
"3,454",Winnie Mandela,"15,000,000","61,847","61,847"
"3,455",The Son of No One,"15,000,000","30,680","1,148,578"
"3,456",All the Queen's Men,"15,000,000","22,723","22,723"
"3,457",The Good Night,"15,000,000","22,441","22,441"
"3,458",Khumba,"15,000,000",0,"20,898,221"
"3,459",A Few Best Men,"15,000,000",0,"17,224,539"
"3,460",Autómata,"15,000,000",0,"6,775,458"
"3,461",Chiamatemi Francesco - Il papa della gente,"15,000,000",0,"3,925,769"
"3,462",Bathory,"15,000,000",0,"3,436,763"
"3,463",San suk si gin,"15,000,000",0,"2,013,340"
"3,464",Roma,"15,000,000",0,"1,903,062"
"3,465",Dungeons & Dragons 2: The Elemental Might,"15,000,000",0,"909,822"
"3,466",In Dubious Battle,"15,000,000",0,"214,182"
"3,467",Midnight in the Switchgrass,"15,000,000",0,"97,518"
"3,468",Broken Horses,"15,000,000",0,"3,471"
"3,469",Pandaemonium,"15,000,000",0,"1,438"
"3,470",Groundhog Day,"14,600,000","71,097,843","71,112,677"
"3,471",Magic Mike XXL,"14,500,000","66,013,057","123,580,421"
"3,472",Romeo+Juliet,"14,500,000","46,338,728","147,542,381"
"3,473",Elle s'appelait Sarah,"14,500,000","7,691,700","25,480,031"
"3,474",Sha Po Lang: Tan Lang,"14,500,000",0,"79,226,860"
"3,475",Freedom,"14,500,000",0,"872,757"
"3,476",Unforgiven,"14,400,000","101,157,447","159,157,447"
"3,477",Manderlay,"14,200,000","74,205","543,306"
"3,478",Pretty Woman,"14,000,000","178,406,268","432,566,361"
"3,479",Fatal Attraction,"14,000,000","156,645,693","320,099,997"
"3,480",Slumdog Millionaire,"14,000,000","141,330,703","383,825,427"
"3,481",Towering Inferno,"14,000,000","116,000,000","139,700,000"
"3,482",Crocodile Dundee 2,"14,000,000","109,306,210","239,606,210"
"3,483",Born on the Fourth of July,"14,000,000","70,001,698","70,001,698"
"3,484",Cool Runnings,"14,000,000","68,856,263","155,008,909"
"3,485",Stomp the Yard,"14,000,000","61,356,221","75,525,718"
"3,486",My Bloody Valentine,"14,000,000","51,545,952","102,836,002"
"3,487",The Possession,"14,000,000","49,130,588","82,925,064"
"3,488",First Blood,"14,000,000","47,212,904","125,212,904"
"3,489",The Spy Who Loved Me,"14,000,000","46,800,000","185,400,000"
"3,490",Breakthrough,"14,000,000","40,713,082","49,231,674"
